affiliation_id,affiliation_name,affiliation_country
52325981,okinawa international university,Japan
52334195,universidad francisco marroquin,Guatemala
52353378,laurentian university,Canada
52354020,university of almeria,Spain
52357470,ohio state university,United States
52372536,deutsches institut fur normung,Germany
52418104,federal university of parana,Brazil
52459904,institute for biodiversity and ecosystem dynamics,Netherlands
52510681,daejin university,South Korea
52527943,ahmedabad university,India
52585520,university of the french west indies and guiana,Guadeloupe
52590639,nottingham trent university,United Kingdom
52604927,logistical engineering university of pla,China
52605992,national open university of nigeria,Nigeria
52607266,university of north dakota school of medicine and health sciences,United States
52669646,western washington university,United States
52699365,institut galilee,France
52703040,kannur university,India
52706244,college of industrial technology,Japan
52710748,charles r drew university of medicine and science,United States
52719799,blekinge institute of technology,Sweden
52732302,chugai pharmaceutical co,Japan
52768194,hanover college,United States
52792670,healthpartners,United States
52890796,mississippi college,United States
52913039,university of houston clear lake,United States
52924058,research institute for symbolic computation,Austria
52941738,saimaa university of applied sciences,Finland
52957644,mexican institute of petroleum,Mexico
52993809,university of provence,France
53012624,joint bioenergy institute,United States
53042283,shanghai aircraft design and research institute,China
53044187,cybernetica,Norway
53074787,technological educational institute of kavala,Greece
53107984,getty research institute,United States
53110688,university of cordoba,Spain
53118340,rhode island college,United States
53122655,rissho university,Japan
53141925,kapteyn astronomical institute,Netherlands
53155696,madhav institute of technology and science,India
53210213,istanbul commerce university,Turkey
53218197,arabian gulf university,Bahrain
53224325,swiss re,Switzerland
53236636,franklin university,United States
53241121,facultad de ciencias exactas y naturales,Argentina
53276908,marymount university,United States
53279716,ahfad university for women,Sudan
53298266,belarusian state medical university,Belarus
53411278,chengdu university of traditional chinese medicine,China
53421241,national institute of nutrition hyderabad,India
53465836,bangalore university,India
53472387,telekom austria,Austria
53486688,skyworks solutions,United States
53508799,tumkur university,India
53527052,gifu keizai university,Japan
53559539,radford university,United States
53560885,areva,France
53592917,jiangxi normal university,China
53618229,wheaton college,United States
53620714,arab american university of jenin,Palestine
53663418,european research center for information systems,Germany
53746303,new york state energy research and development authority,United States
53754454,american bureau of shipping,United States
53831458,abasyn university,Pakistan
53888640,national defense medical college,Japan
53910124,technische hochschule,Germany
53927764,centro de investigacion y desarrollo tecnologico en electroquimica,Mexico
53939596,institute of advanced study,Not Found
53964585,weizmann institute of science,Israel
54001450,duzce university,Turkey
54009628,university of bayreuth,Germany
54030842,t systems,Germany
54108979,norwegian university of life sciences,Norway
54166199,university of the incarnate word,United States
54172804,queen s faculty of engineering applied science,Canada
54195498,kazan state technological university,Russia
54209838,kamla nehru institute of technology,India
54312630,graduate institute of ferrous technology,South Korea
54316950,university of jendouba,Tunisia
54324688,stantec,Canada
54392056,ontario veterinary college,Canada
54459138,university of salford,United Kingdom
54559226,invensys,United Kingdom
54594937,sysmex corporation,Japan
54606842,steelcase,United States
54634078,cesnet,Czech Republic
54647770,j j college of engineering and technology,India
54648344,bronx community college,United States
54713919,geisinger health system,United States
54734980,celera corporation,United States
54738626,business and information technology school,Germany
54785958,loyola college chennai,India
55016150,manav rachna international university,India
55022517,heilongjiang university,China
55060895,university of greenwich,United Kingdom
55061410,air force institute of technology,United States
55106644,hogeschool van amsterdam,Netherlands
55124831,ymca university of science and technology,India
55133342,university of macerata,Italy
55141112,national defence university of malaysia,Malaysia
55143463,university of turin,Italy
55167344,university of kairouan,Tunisia
55188197,seokyeong university,South Korea
55200170,massachusetts college of art and design,United States
55209130,academy of military science,Not Found
55215948,tata consultancy services,India
55230551,pamplin college of business,United States
55240360,yeungnam university,South Korea
55267680,university of houston college of optometry,United States
55279860,titan corporation,United States
55285296,ucsi university,Malaysia
